"species","habitat_taxref","pf"
"Ascalista letourneuxi",1,"E"
"Mitrella gourgueti",1,"E"
"Seminella makemoensis",1,"E"
"Zafra australensis",1,"E"
"Aesopus clausiliformis",1,"P"
"Euplica loisae",1,"S"
"Mitrella alofa",1,"P"
"Mitrella philia",1,"P"
"Zafra ocellatula",1,NA
"Partula makatea",3,"Z"
"Conus richardsae",1,"P"
"Conus aureus",1,"P"
"Conus troendlei",1,"P"
"Pseudocypraea alexhuberti",1,"P"
"Morula oparensis",1,"P"
"Neothais nesiotes",1,"P"
"Aspella lozoueti",1,"P"
"Monstrotyphis singularis",1,"P"
"Morula ambrosia",1,"P"
"Cytharomorula springsteeni",1,"P"
"Orania maestratii",1,"P"
"Lampasopsis rhodostoma",1,"P"
"Bursina ignobilis",1,"P"
"Gyrineum lacunatum",1,"P"
"Gyrineum pusillum",1,"P"
"Terebra mariesi",1,"P"
"Punctoterebra teramachii",1,NA
"Hastula albula",1,"P"
"Hastula philippiana",1,"P"
"Myurella amoena",1,"P"
"Parvamussium cristatellum",1,"P"
"Parvamussium squalidulum",1,"P"
"Cyclopecten ambiguus",1,"P"
"Cyclochlamys australensis",1,"P"
"Lamellipecten aduncus",1,"P"
"Laevichlamys erycina",1,"P"
"Cryptopecten bullatus",1,"P"
"Morula porphyrostoma",1,"P"
"Turbonilla dakoi",1,"P"
"Turbonilla fatuhiva",1,"P"
"Rhizochilus antipathum",1,"P"
"Coralliophila costularis",1,"P"
"Babelomurex diadema",1,"P"
"Leptoconchus lamarckii",1,"P"
"Distorsio graceiellae",1,"P"
"Sassia melpangi",1,"P"
"Tritonoranella latitudo",1,"P"
"Calliotropis oros marquisensis",1,"P"
"Thalotia polysarchosa",1,"P"
"Microfragum subfestivum",1,"P"
"Purpuradusta barbieri",1,"P"
"Pascula ozenneana",1,"P"
"Nassarius herosae",1,"P"
"Enixotrophon pulchellus",1,"P"
"Cleotrivia pilula",1,"P"
"Trivirostra ginae",1,"P"
"Trivirostra letourneuxi",1,"P"
"Caecum neocaledonicum",1,"P"
"Eulimella colorata",1,"P"
"Eulimella marquesensis",1,"P"
"Syrnola intraliciata",1,"P"
"Mitrella bouteti",1,"E"
"Mokumea anceps",1,"E"
"Sulcomitrella humerosa",1,"E"
"Zafra hervieri",1,"P"
"Lunovula finleyi",1,NA
"Nesiocina trilamellata",3,"Z"
"Sturanya makaroaensis",3,"E"
"Rissoina schubelae",1,"P"
"Stosicia chiltoni",1,"P"
"Naticarius orientalis",1,"P"
"Bursa asperrima",1,"P"
"Engina siderea",1,"P"
"Nassarius albomaculatus",1,"P"
"Vexillum cithara",1,"D"
"Perirhoe circumcincta",1,"P"
"Pascula darrosensis",1,"P"
"Malleus regula",1,"P"
"Divarilima elegans",1,"P"
"Ctena divergens",1,NA
"Cardita variegata",1,"P"
"Lasaea hawaiensis",1,"P"
"Carditella hawaiensis",1,"P"
"Diodora granifera",1,"P"
"Astralium milloni",1,"P"
"Trochus histrio",1,"P"
"Nerita morio",1,"P"
"Circulus australesensis",1,"E"
"Benthonella boucheti",1,"E"
"Benthonella basistriata",1,"E"
"Benthonella communis",1,"E"
"Benthonellania bouteti",1,"E"
"Benthonellania alis",1,"E"
"Benthonellania tuamotu",1,"E"
"Conasprella tiki",1,"P"
"Conasprella hivana",1,"P"
"Caecum bounty",1,"P"
"Calliotropis ammos",1,"P"
"Nesiocina unilamellata",3,"Z"
"Trogloconcha lamellinodosa",1,NA
"Australdonta anneae",3,"Z"
"Australdonta teaae",3,"Z"
"Nodolatirus rapanus",1,"P"
"Parvamussium scutulatum",1,"P"
"Gregoia albamargarita",1,"P"
"Gregoia distantia",1,"P"
"Clathropsis payriae",1,"P"
"Synthopsis rapaensis",1,"P"
"Profundiconus tarava",1,"P"
"Engina mirabilis",1,"E"
"Calyptoliva bbugeae",1,"E"
"Parthenina breviter",1,"P"
"Oscilla marquesensis",1,"P"
"Helodiamea martinezae",1,"P"
"Pyrgulina bertae",1,"P"
"Vaceuchelus rapaensis",1,"P"
"Retizafra meyeri",1,"E"
"Zafra nukuhiva",1,"E"
"Orbitestella marquesensis",1,"E"
"Benthonellania tarava",1,"E"
"Belomitra nesiotica",1,"P"
"Belomitra bouteti",1,"P"
"Nassarius cinnamomeus",1,"P"
"Nassarius vidalensis",1,NA
"Nassarius candens",1,"P"
"Nassarius gaudiosus mucronatus",1,"P"
"Nassarius olomea",1,"P"
"Reticunassa silvardi",1,"P"
"Naria cernica",1,"P"
"Neritopsis interlirata",1,"P"
"Benthobia tryonii",1,NA
"Terebra boucheti",1,"D"
"Orania pacifica",1,"P"
"Eudolium bairdii",1,"P"
"Casmaria ponderosa atlantica",1,NA
"Cryptocypraea dillwyni",1,"P"
"Nesiocypraea midwayensis",1,"P"
"Conus luteus",1,"P"
"Conus kinoshitai",1,"P"
"Pseudohinnites levii",1,"P"
"Semelangulus boucheti",1,"E"
"Drupa speciosa",1,"P"
"Satondella tabulata",1,NA
"Anatoma biconica",1,"P"
"Sasakiconcha elegantissima",1,"P"
"Conus darkini",1,"P"
"Parvamussium lamellatum",1,"P"
"Homalocantha anatomica",1,"P"
"Ascetostoma ringens",1,"P"
"Herpetopoma corrugatum",1,"P"
"Herpetopoma poichilum",1,"P"
"Joculator bouteti",1,"P"
"Rhyssoplax rapaitiensis",1,"E"
"Onithochiton lyellii",1,"P"
"Conus vappereaui",1,"P"
"Conasprella paumotu",1,"P"
"Joculator itiensis",1,"P"
"Oparopsis floresi",1,"E"
"Conus conco",1,"E"
"Terebra archimedis",1,"P"
"Dulcerana affinis",1,"P"
"Orania simonetae",1,"P"
"Zafrona isomella",1,"P"
"Acrosterigma capricorne",1,"P"
"Turritella cingulifera",1,NA
"Trivirostra leylae",1,"P"
"Calcarovula longirostrata",1,NA
"Morum roseum",1,"P"
"Miralda subtilstriae",1,"P"
"Pyrgulina archetypum",1,"P"
"Gastrocopta servilis riisei",3,NA
"Nassarius poupini",1,"P"
"Chicoreus orchidiflorus",1,"P"
"Distorsomina pusilla",1,"P"
"Turbonilla carlosruizi",1,"P"
"Turbonilla dimatteoi",1,"P"
"Babelomurex wormaldi",1,"P"
"Personopsis trigonaperta",1,"P"
"Thalotia tiaraeides",1,"P"
"Vexillum hilare",1,"P"
"Pascula submissa",1,"P"
"Naquetia barclayi",1,"P"
"Cytharomorula dollfusi",1,NA
"Naquetia cumingii",1,"P"
"Purpurcapsula bayeri",1,"P"
"Iphiana danieli",1,"P"
"Styloptygma aciculina",1,"P"
"Seminella infirmisculpta",1,"E"
"Lunovula boucheti",1,NA
"Nesiocina superoperculata",3,"Z"
"Cytharomorula ambonensis",1,"P"
"Paziella tanaoa",1,"P"
"Pseudofulvia arago",1,"P"
"Conasprella dieteri",1,"P"
"Bolma tantalea",1,"P"
"Nesiocina gambierensis",3,"Z"
"Vexillum pantherinum",1,"P"
"Minidonta boucheti",3,"Z"
"Imbricaria tahitiensis",1,"P"
"Quasimitra structilis",1,"P"
"Purpurcapsula laurae",1,"P"
"Rissopsetia elegans",1,"P"
"Careliopsis utdigitulus",1,"P"
"Mitrella rurutu",1,"E"
"Collatus labri",1,"E"
"Manaria astrolabis",1,"P"
"Nassarius glans",1,"P"
"Myurella pygmaea",1,NA
"Cypraecassis rufa",1,"P"
"Cribrarula compta",1,"P"
"Conus martensi",1,NA
"Conus obscurus",1,"P"
"Scutarcopagia monika",1,"P"
"Scissurella xandaros",1,NA
"Conus dusaveli",1,"P"
"Ascetostoma pteroton",1,"P"
"Synthopsis vavaiensis",1,"E"
"Favartia rosamiae",1,"P"
"Pseudonebularia lienardi",1,"P"
"Crenavolva philippei",1,NA
"Pusia johnwolffi",1,"P"
"Trivirostra akroterion",1,"P"
"Parthenina copiosa",1,"P"
"Gulella bicolor",3,"I"
"Conasprella pepeiu",1,"P"
"Morula peasei",1,"P"
"Turbonilla laurae",1,"P"
"Babelomurex japonicus",1,"P"
"Pusia vicmanoui",1,"P"
"Murexsul merlei",1,NA
"Sulcomitrella leylae",1,"E"
"Mitrella cuspidata",1,"P"
"Zafra semiclatriata",1,"P"
"Vexillum salisburyi",1,"P"
"Kermia lutea",1,"P"
"Angustassiminea vulgaris",1,"P"
"Orania atea",1,"P"
"Pseudosimnia nudelmani",1,"P"
"Caecum geigeri",1,"P"
"Atrina marquesana",1,"P"
"Domiporta latistriata",1,"P"
"Gregoia rimatara",1,"P"
"Trivirostra declivis",1,"P"
"Cerithiella francescoi",1,"P"
"Microliotia wargnieri",1,"P"
"Abranda letourneuxi",1,"E"
"Crassicantharus aureatus",1,"E"
"Trichosirius omnimarium",1,"P"
"Circulus societyensis",1,"E"
"Circulus inchoatus",1,"E"
"Benthonellania lozoueti",1,"E"
"Exilia vagrans",1,NA
"Nassarius protrusidens",1,"P"
"Orania archaea",1,"P"
"Semicassis bulla",1,"P"
"Eudolium crosseanum",1,"P"
"Cytharomorula fatuhivaensis",1,"P"
"Chicoreus rubescens",1,"P"
"Sukashitrochus morleti",1,"P"
"Satondella cachoi",1,NA
"Anatoma amydra",1,"P"
"Profundiconus cakobaui",1,"P"
"Marshallopsis melanesiana",1,"P"
"Leptochiton hiriensis",1,"E"
"Drupella fragum",1,"P"
"Trivirostra obliqua",1,"P"
"Dentiovula deforgesi",1,"P"
"Purpurcapsula corinneae",1,"P"
"Amaea boucheti",1,"P"
"Phrygiomurex sculptilis",1,"P"
"Babelomurex takahashii",1,"P"
"Pazinotus sibogae",1,"P"
"Turritriton labiosus",1,"P"
"Jujubinus geographicus",1,"P"
"Nesiocypraea lisetae",1,NA
"Vexillum fuscovirgatum",1,"P"
"Purpurcapsula zzyzyxia",1,"P"
"Trivirostra thaanumi",1,"P"
"Zafra brunneastriata",1,"P"
"Cellana dira",1,"P"
"Circulus rosapereirae",1,"E"
"Enixotrophon atanua",1,"P"
"Coralliophila nukuhiva",1,"P"
"Belomitra gymnobela",1,"P"
"Nesiocina abdoui",3,"Z"
"Minidonta bieleri",3,"Z"
"Purpurcapsula incisura",1,"P"
"Vexillum germaineae",1,"P"
"Syrnola marquesensis",1,"P"
"Herpetopoma hivaoaense",1,"E"
"Zafrona fatuhiva",1,"E"
"Sulcomitrella hohonu",1,"E"
"Marshallopsis elvirarivae",1,"E"
"Benthonellania megan",1,"E"
"Benthonellania maestratii",1,"E"
"Exilia cognata",1,"E"
"Cerithium rehderi",1,"P"
"Nassarius vittatus",1,"P"
"Fusulculus crenatus",1,NA
"Marshallopsis utriculus",1,"A"
"Anatoma equatoria",1,NA
"Trogloconcha lozoueti",1,"P"
"Conasprella aphrodite",1,"P"
"Anatoma rapaensis",1,"P"
"Profundiconus vaubani",1,NA
"Iotyrris marquesensis",1,"P"
"Monoplex intermedius",1,"P"
"Nassarius dijki",1,"P"
"Strigatella luctuosa",1,"P"
"Morula cernohorskyi",1,"P"
"Parthenina marquesensis",1,"E"
"Miralda scopulorum",1,"P"
"Pupoidopsis hawaiensis",3,"C"
"Nesoropupa fenua",3,"E"
"Pseudocypraea exquisita",1,NA
"Bursa rosa",1,"P"
"Pectinella aequoris",1,"P"
"Anguipecten lamberti",1,"P"
"Coralliophila abnormis",1,"P"
"Nassarius splendidulus",1,"P"
"Mauroceras legumen",1,"P"
"Syrnola acusbifasciata",1,"P"
"Pyreneola martae",1,"P"
"Nesiocina grohi",3,"Z"
"Strigatella vultuosa",1,NA
"Afrocardium richardi",1,"P"
"Clypeomorus batillariaeformis",1,"P"
"Turbonilla hansi",1,"P"
"Vexillum marotiriense",1,"P"
"Strigatella tabida",1,"P"
"Eumetula albachiarae",1,"P"
"Abra longidentata",1,"P"
"Crassicantharus perlatus",1,"E"
"Zafrona pleuriferoides",1,"E"
"Pleurifera flammulata",1,"E"
"Leucorhynchia celata",1,"E"
"Marshallopsis frantagliaferroi",1,"E"
"Verticosta plexa",1,"P"
"Circulus basislevis",1,"E"
"Cyclopecten comptulus",1,"P"
"Alisimitra fuscolineata",1,"P"
"Nassarius troendleorum",1,"P"
"Neritopsis radula",1,"P"
"Cytharomorula danigoi",1,"P"
"Conus bruuni",1,NA
"Chicoreus loebbeckei",1,"P"
"Indentina polynesica",1,"P"
"Joculator lividus",1,"P"
"Sinezona danieldreieri",1,"P"
"Anatoma maxima",1,NA
"Danilia angulosa",1,"P"
"Marshallopsis letourneuxi",1,"P"
"Conasprella fijiensis",1,"P"
"Conus chiangi",1,"P"
"Horologica micaelae",1,"P"
"Conus taitensis",1,"P"
"Canarium scalariforme",1,"P"
"Aspella producta",1,"P"
"Leporicypraea mappa",1,"P"
"Lioconcha castrensis",1,NA
"Alisimitra polynesiensis",1,"E"
"Morum clatratum",1,"P"
"Mumiola marquesensis",1,"P"
"Parthenina columnalis",1,"P"
"Parthenina conjugata",1,"P"
"Oscilla uahukaensis",1,"P"
"Parthenina canalesi",1,"P"
"Mitropsis paumotensis",1,"E"
"Nesoropupa nathaliae",3,"E"
"Babelomurex kawanishii",1,"P"
"Magilus antiquus",1,"P"
"Halgyrineum louisae",1,"P"
"Aspella helenae",1,"P"
"Strebloceras subannulatum",1,"P"
"Eulimella flavocincta",1,"P"
"Zafra vercoi",1,NA
"Nesiocina pauciplicata",3,"Z"
"Melanella cumingii",1,"P"
"Vexillum exquisitum",1,"P"
"Thalotia khlimax",1,"P"
"Nesiocina mangarevae",3,"Z"
"Novatrivia far",1,"P"
"Trivirostra lacrima",1,"P"
"Gregoia peregrina",1,"P"
"Exotica sanguinealba",1,"P"
"Crassicantharus nexus",1,"E"
"Pyrgulina rectangularis",1,"P"
"Anachis barazeri",1,"E"
"Prolixodens giampii",1,"E"
"Unedogemmula unedo",1,NA
"Talostolida subteres",1,"P"
"Elaphriella cantharos",1,"P"
"Anatoma japonica",1,NA
"Conasprella baileyi",1,"P"
"Profundiconus lani",1,"P"
"Lambis lambis",1,"P"
"Georissa insularis",3,"E"
"Frigidocardium valdentatum",1,NA
"Miralda fastigata",1,"P"
"Folinella acupicta",1,"P"
"Lucilla scintilla",3,"C"
"Fluviopupa raivavaeensis",2,"E"
"Favartia conleyi",1,"P"
"Dermomurex infrons",1,"P"
"Myurella conspersa",1,NA
"Coralliophila curta",1,"P"
"Coralliophila mitraeforma",1,"P"
"Babelomurex mediopacificus",1,"P"
"Pterynotus tripterus",1,"P"
"Kermia sagenaria",1,"P"
"Favartia salvati",1,"P"
"Gregoia oscilla",1,"P"
"Clivipollia delicata",1,"P"
"Leucorhynchia seminiformis",1,"E"
"Oocorys verrillii",1,"P"
"Herouvalia caelata",1,"P"
"Marshallopsis boucheti",1,"P"
"Antalis phanea",1,NA
"Nassarius oneratus",1,NA
"Trivirostra pellucidula",1,"P"
"Trivirostra matavai",1,"P"
"Costigo saparuana",3,"P"
"Leucorhynchia lluviae",1,"P"
"Profunditerebra orientalis",1,NA
"Costabieta horrida",1,"P"
"Pyrgulina collectitia",1,"P"
"Pleurifera suzannae",1,"P"
"Kurodaovula wakayamaensis",1,NA
"Delectopecten musorstomi",1,"P"
"Coralliophila pulchella",1,"P"
"Lotoria lotoria",1,"P"
"Phyllocoma convoluta",1,"P"
"Eulimella semen",1,"P"
"Pleurifera lepida",1,"P"
"Nesiocina pazi",3,"Z"
"Codakia punctata",1,"P"
"Bolma maestratii",1,"P"
"Vexillum unicolor",1,"P"
"Roseomitra fluctuosa",1,"P"
"Lunovula serrata",1,"P"
"Anachis inopinatus",1,"E"
"Sulcomitrella macdonaldensis",1,"E"
"Pseudoliotia plusnodosa",1,"E"
"Circulus coronatus",1,"E"
"Striatostrombus blanci",1,"P"
"Orania pseudopacifica",1,"P"
"Bursa lamarckii",1,"P"
"Anatoma finlayi",1,NA
"Anatoma pseudoequatoria",1,NA
"Parthenina extenta",1,"P"
"Fluviopupa jeanyvesi",2,"E"
"Hastula celidonota",1,"P"
"Gyrineum longicaudatum",1,NA
"Acrosterigma uniornatum",1,NA
"Fautor lepton",1,"P"
"Oscilla sulcibasis",1,"P"
"Parthenina spiculiformae",1,"P"
"Otitoma crassivaricosa",1,"P"
"Anachis ragivarui",1,"E"
"Crossolida robusta",1,"P"
"Nassarius hirtus",1,"P"
"Korrigania fijiensis",1,"P"
"Purpuradusta oryzaeformis",1,"P"
"Chicomurex venustulus",1,"E"
"Conus ochroleucus",1,"P"
"Quickia concisa",3,"I"
"Weedingia mooreana",1,"P"
"Prionovolva brevis",1,NA
"Distorsio perdistorta",1,"P"
"Coralliophila nodosa",1,"P"
"Coralliophila suduirauti",1,"P"
"Morula angulata",1,"P"
"Eulimella abdita",1,"P"
"Tonna perdix",1,"P"
"Nerita polita",1,"P"
"Circulus letourneuxi",1,"E"
"Turbo fakaauensis",1,"X"
"Gaza polychoronos",1,"P"
"Costabieta perforata",1,"P"
"Aoteatilia rimatara",1,"E"
"Pyreneola tuamotuensis",1,"E"
"Synthopsis uahucaensis",1,"E"
"Ceratoxancus melichrous",1,NA
"Palmadusta contaminata",1,"P"
"Bursina nobilis",1,NA
"Tenguella ericius",1,"P"
"Indomitrella concalis",1,NA
"Parthenina densesculpta",1,"P"
"Pyrgulina pupaeformis",1,"P"
"Fluviopupa tubuaia",2,"E"
"Favartia peregrina",1,"P"
"Mipus fusiformis",1,"P"
"Ciclopecten fluctuatus",1,"P"
"Caecum vertebrale",1,"P"
"Minidonta flammulina",3,"Z"
"Favartia nivea",1,"P"
"Vexillum derkai",1,"P"
"Vexillum troendlei",1,"P"
"Australdonta oheatora",3,"Z"
"Australdonta sibleti",3,"Z"
"Domiporta lichtlei",1,"P"
"Prolixodens proxima",1,"P"
"Pyrgulina multinodosa",1,"P"
"Monodosus brevispiralis",1,"E"
"Conasprella lemuriana",1,NA
"Pseudoliotia seposita",1,"E"
"Parvamussium vesiculatum",1,NA
"Conus swainsoni",1,NA
"Sinezona ferriezi",1,NA
"Vaceuchelus favosus",1,"P"
"Conasprella tirardi",1,"P"
"Crassicantharus noumeensis",1,"P"
"Lampasopsis lucaensis",1,NA
"Crenavolva tokuoi",1,NA
"Fluviopupa rurutua",2,"E"
"Anguipecten picturatus",1,"P"
"Hirtomurex filiaregis",1,"P"
"Minidonta perminima",3,"Z"
"Ergalatax contracta",1,"P"
"Granulifusus williami",1,"P"
"Vexillum piceum",1,"P"
"Leiosolenus lithurus",1,"P"
"Pygmaepterys avatea",1,"P"
"Australdonta pakalolo",3,"Z"
"Australdonta florencei",3,"Z"
"Cleotrivia rustica",1,"P"
"Clathropsis tuanainaii",1,"P"
"Oscilla istiusmodi",1,"P"
"Mitrella moorea",1,"E"
"Retizafra helenae",1,"E"
"Septa peasei",1,"P"
"Parvamussium undisonum",1,"P"
"Satondella dantarti",1,NA
"Elaphriella paulinae",1,"P"
"Catillopecten translucens",1,"P"
"Cytharomorula benedicta",1,NA
"Horologica dianae",1,"E"
"Conus dayriti",1,NA
"Seila retusa",1,"P"
"Myurella flavofasciata",1,"P"
"Casmaria perryi",1,"P"
"Nassarius shacklefordi",1,"P"
"Herpetopoma gemmatum",1,"P"
"Quasisimnia robertsoni",1,NA
"Terebra vicdani",1,NA
"Babelomurex santacruzensis",1,"P"
"Eulimella pergracilis",1,"P"
"Nucula hawaiensis",1,"P"
"Retizafra salvati",1,"E"
"Leptochiton tahitiensis",1,"E"
"Terebra vanuatuensis",1,NA
"Sinezona wileyi",1,"P"
"Favartia guamensis",1,"P"
"Parthenina plurifuniculata",1,"P"
"Muricodrupa anaxares",1,"P"
"Caecum australe",1,"P"
"Parvamussium vesiculosum",1,"P"
"Pyrgulina taravaensis",1,"P"
"Retizafra tuamotuensis",1,"E"
"Collatus parvus",1,"E"
"Circulus operius",1,"E"
"Gemmuloborsonia colorata",1,NA
"Profundiconus profundorum",1,NA
"Mauritia arabica",1,"P"
"Drupa elegans",1,"P"
"Pyrgulina carbonellae",1,"P"
"Terebra stearnsii",1,NA
"Anatoma megascutula",1,"P"
"Trivirostra prosilia",1,"P"
"Marshallopsis bazzocchii",1,"P"
"Marshallopsis giotagliaferroi",1,"E"
"Zafra debilis",1,"P"
"Nassa tuamotuensis",1,"P"
"Horologica siazei",1,"A"
"Eulimella lacrimaeformae",1,"P"
"Amiantofusus gloriabundus",1,NA
"Sinetectula egregia",1,"P"
"Vexillum gourgueti",1,"P"
"Cerithium nodulosum erythraeonense",1,NA
"Pseudoliotia distincta",1,"E"
"Conasprella orbignyi",1,"P"
"Ascalista polita",1,"P"
"Parthenina correcta",1,"P"
"Miralda protogalea",1,"P"
"Gymnobela virgulata",1,"P"
"Hirtomurex taranui",1,"P"
"Murichorda fiscellum",1,"P"
"Vexillum torquatum",1,"P"
"Clathropsis peculiaris",1,"P"
"Monodosus multinodosus",1,"E"
"Mitrella nainai",1,"E"
"Collatus conversus",1,"E"
"Verticosta rurutuana",1,"E"
"Tutufa tenuigranosa",1,"P"
"Terebra consobrina",1,NA
"Favartia sykesi",1,"D"
"Leiosolenus malaccanus",1,"P"
"Seila societatis",1,"P"
"Ceratoxancus niveus",1,NA
"Conus achatinus",1,NA
"Quasisimnia hirasei",1,NA
"Scoliopteryx libatrix",3,NA
"Gynaikothrips uzeli",3,NA
"Eurhamphaea vexilligera",1,NA
"Wyeomyia mitchellii",8,"I"
"Rhizotrochus flabelliformis",1,NA
"Stichopathes papillosa",1,"P"
"Cupressopathes cylindrica",1,"P"
"Thouarella laxa",1,"P"
"Callogorgia euthyeia",1,"P"
"Callogorgia medialis",1,"P"
"Cupressopathes gracilis",1,"P"
"Callogorgia granulosa",1,"P"
"Metafannyella aurora",1,"P"
"Echinophyllia tarae",1,"P"
"Micromussa pacifica",1,"P"
"Deltocyathus stella",1,NA
"Trissopathes pseudotristicha",1,"P"
"Antipathes densa",1,"P"
"Acanthopathes undulata",1,"P"
"Aphanipathes verticillata",1,NA
"Cirrhipathes anguina",1,NA
"Javania lamprotichum",1,NA
"Anthomastus tahinodus",1,"E"
"Dactylotrochus cervicornis",1,NA
"Asymphorodes macrogramma",3,"E"
"Ligia exotica",3,"P"
"Euryhaliotrema cribbi",1,NA
"Parapinnanema bableti",1,"P"
"Asymphorodes emphereia",3,"E"
"Asymphorodes favilla",3,"E"
"Anceyodonta umbilicata",3,"Z"
"Aukena tridentata",3,"Z"
"Omphalotropis margarita",3,"Z"
"Anceyodonta gatavakensis",3,"Z"
"Aukena endodonta",3,"Z"
"Philonesia mangarevae",3,"E"
"Punctum mokotoense",3,"E"
"Rikitea tapinoptyx",3,"Z"
"Minidonta vallonia",3,"Z"
"Helicina rohri",3,"E"
"Auxis rochei",1,NA
"Perahua grandis",3,"E"
"Trapezia cymodoce var. edentula",1,"P"
"Libera retunsa",3,"E"
"Colubraria nitidula",1,"P"
"Parapercis tetracantha",1,"P"
"Strobilus opeas",3,"E"
"Peristernia granulosa",1,"P"
"Tubuaia cremnobates",3,"E"
"Clavus lamberti",1,"P"
"Aphanoconia corrugata",3,"E"
"Hiona verticillata",3,"E"
"Epitonium crispatum",1,"P"
"Melampus striatus",5,"P"
"Euprotomus vomer",1,"P"
"Trochomorpha pallens",3,"E"
"Isometrus maculatus",3,"I"
"Nesopupa armata",3,"P"
"Nectamia luxuria",1,"P"
"Poecilia mexicana",4,"I"
"Turridrupa cincta",1,NA
"Amphicyclus thomsoni",1,"P"
"Glenognatha hirsutissima",3,"E"
"Encheliophis chardewalli",1,"E"
"Chaetodon tinkeri",1,"P"
"Minyichthys myersi",1,"P"
"Asymphorodes poliopterus",3,"E"
"Zamagiria exedra",3,"E"
"Libnotes orofenaae",3,"E"
"Erechthias pagophila",3,"E"
"Chromis planesi",1,"E"
"Cymo melanodactylus",1,"P"
"Conus marmoreus bandanus",1,"P"
"Stangeia rapae",3,"E"
"Aetideus acutus",1,"P"
"Asymmetron lucayanum",1,NA
"Doriprismatica sibogae",1,"P"
"Modiolus modiolus",1,NA
"Tegillarca granosa",1,NA
"Anteaeolidiella cacaotica",1,NA
"Favorinus japonicus",1,"P"
"Samla bicolor",1,"P"
"Gomophia watsoni",1,NA
"Cerithidium diplax",1,"P"
"Eleotris acanthopoma",4,"P"
"Lutjanus johnii",1,NA
"Morula spinosa",1,"P"
"Parvisquilla multituberculata",1,"P"
"Scissurella quadrata",1,"P"
"Morula biconica",1,NA
"Astralium stellare",1,NA
"Acanthurus leucosternon",1,NA
"Rotalia menardii",1,NA
"Rhabdoblennius snowi",1,"P"
"Scolecenchelys acutirostris",1,"P"
"Cirrhitops fasciatus",1,NA
"Diaphus signatus",1,NA
"Sargocentron rubrum",1,"P"
"Ostorhinchus cyanosoma",1,NA
"Enchelycore bikiniensis",1,"P"
"Echidna amblyodon",1,NA
"Entomacrodus rofeni",1,"P"
"Pseudanthias hypselosoma",1,NA
"Chaetodon punctatofasciatus",1,NA
"Scorpaenopsis pusilla",1,"E"
"Onuxodon margaritiferae",1,"C"
"Paragobiodon melanosomus",1,NA
"Cosmocampus howensis",1,"P"
"Eviota nebulosa",1,"P"
"Dischistodus chrysopoecilus",1,NA
"Halicampus marquesensis",1,"E"
"Entomacrodus plurifilis marshallensis",1,"P"
"Cheilopogon atrisignis",1,"P"
"Calloplesiops altivelis",1,"P"
"Acanthurus gahhm",1,"P"
"Blenniella cyanostigma",1,NA
"Parexocoetus brachypterus",1,"P"
"Muraenichthys schultzei",1,"P"
"Hipposcarus harid",1,NA
"Apterichtus australis",1,"P"
"Chrysiptera cyanea",1,NA
"Oxycheilinus orientalis",1,"P"
"Valenciennea muralis",1,NA
"Apterichtus mysi",1,"E"
"Myctophum brachygnathum",1,NA
"Eviota prasites",1,"P"
"Ophichthus tomioi",1,"P"
"Siphamia randalli",1,"P"
"Cabillus lacertops",1,NA
"Arothron nigropunctatus",1,"P"
"Cubiceps pauciradiatus",1,"P"
"Amblygobius tekomaji",1,NA
"Ophichthus congroides",1,"E"
"Amblygobius decussatus",1,"P"
"Pristicon trimaculatus",1,NA
"Cheilopogon spilonotopterus",1,"P"
"Neoglyphidodon melas",1,NA
"Lampanyctus omostigma",1,"P"
"Sicyopterus rapa",4,"E"
"Ectreposebastes niger",1,NA
"Echinostrephus aciculatus",1,"P"
"Erechthias psammaula",3,"P"
"Menemerus bivittatus",3,"I"
"Microzestis inelegans",3,"E"
"Cosmopterix aphranassa",3,"E"
"Aethaloessa calidalis",3,"P"
"Erechthias incongrua",3,"E"
"Strepsicrates ejectana",3,"P"
"Exitianus plebeius",3,"P"
"Pseudoliomera speciosa",1,"P"
"Braunsapis puangensis",3,"I"
"Echinoscelis hemithia",3,"P"
"Opogona regressa",3,"P"
"Lacon modestus",3,"P"
"Smeringopus pallidus",3,"I"
"Idioblasta lacteata",3,"E"
"Labdia leucoxantha",3,"P"
"Xylosandrus compactus",3,"I"
"Bradina tormentifera",3,"E"
"Erechthias penicillata",3,"P"
"Holothuria nobilis",1,"P"
"Spondylus rubicundus",1,"P"
"Lupocyclus philippinensis",1,"P"
"Erechthias sphenacma",3,"P"
"Nacaduba tahitiensis",3,"E"
"Thunnus thynnus thynnus",1,NA
"Ernophthora dryinandra",3,"E"
"Eftichia chrysoleuca",3,"E"
"Vini kuhlii",3,"P"
"Tramea transmarina",8,"P"
"Pygiopachymerus lineola",3,"I"
"Candoia bibroni",3,"A"
"Enneapterygius nanus",1,"P"
"Stercorarius pomarinus",5,"B"
"Passer domesticus italiae",3,NA
"Ardea alba",8,NA
"Evoplosoma timorensis",1,"P"
"Asteroschema salix",1,"P"
"Sphaeriodiscus ammophilus",1,"P"
"Circeaster sandrae",1,NA
"Astroceramus fisheri",1,"P"
"Sperosoma obscurum",1,"P"
"Araeosoma bidentatum",1,"P"
"Eupatagus lymani",1,"P"
"Lovenia triforis",1,"P"
"Leilaster radians",1,"P"
"Clypeaster miniaceus",1,"P"
"Clypeaster kieri",1,"P"
"Asteroschema ajax",1,"P"
"Asteroschema horridum",1,NA
